(2468,2557)
(2870,2494)
(4421,649)
(2915,2562)
(2948,2535)
(2971,2391)
(2223,2704)
(2016,2077)
(477,641)
(2791,2808)
(975,608)
(769,469)
(4327,778)
(4326,432)
(2769,2361)
(2272,1934)
(4403,593)
(2163,2308)
(720,449)
(4024,628)
(2540,2362)
(3733,924)
(4241,450)
(2814,2706)
(958,507)
(2007,2547)
(2644,2062)
(423,862)
(2061,2349)
(3535,632)
(2598,2743)
(2176,2030)
(1954,2417)
(3647,572)
(911,963)
(2147,2250)
(638,695)
(953,632)
(3683,750)
(3830,587)
(619,755)
(3608,646)
(2776,2823)
(2876,2323)
(1938,2677)
(3926,545)
(4135,600)
(760,912)
(3896,641)
(2392,2992)
(2343,1932)
(4050,799)
(2421,2837)
(3741,829)
(612,549)
(3772,561)
(3660,500)
(861,796)
(4352,774)
(4328,895)
(887,848)
(3683,883)
(1819,2306)
(2555,2543)
(2800,2387)
(2740,2031)
(809,532)
(1927,2063)
(2696,2843)
(805,924)
(2768,2803)
(2232,2430)
(916,597)
(2453,1878)
(2169,2300)
(4261,921)
(3564,633)
(2034,2070)
(4234,759)
(2681,1979)
(748,556)
(4259,634)
(3944,459)
(2262,2650)
(892,420)
(811,748)
(4022,937)
(2532,2795)
(2370,2665)
(3652,795)
(3511,829)
(2305,2731)
(3836,775)
(2295,2418)
(2754,2024)
(712,421)
(2535,2450)
(2435,2028)
(1980,2711)
(4257,914)
(653,548)
(2842,2549)
(916,581)
(1944,2625)
(649,791)
(942,543)
(2726,2355)
(2306,2439)
(2849,2497)
(680,480)
(4362,606)
(2783,2757)
(4116,817)
(4286,567)
(3853,849)
(2555,2154)
(3916,976)
(718,489)
(3511,708)
(404,780)
(2330,2135)
(1898,2699)
(2335,2092)
(877,524)
(4214,555)
(517,827)
(3643,553)
(3535,755)
(2036,2556)
(966,573)
(648,629)
(3692,594)
(1828,2362)
(3817,907)
(3583,768)
(2567,1838)
(2673,2053)
(1804,2347)
(4100,529)
(3679,936)
(2258,2442)
(4016,784)
(854,537)
(677,470)
(3832,770)
(2468,2057)
(918,736)
(1949,2243)
(4212,603)
(954,491)
(2017,2189)
(3932,591)
(2622,2762)
(4303,569)
(3554,987)
(2339,2470)
(3661,677)
(4106,713)
(604,605)
(2755,2871)
(2616,2170)
(854,459)
(516,714)
(3942,524)
(4033,671)
(4021,342)
(839,843)
(763,717)
(2708,2667)
(692,958)
(4384,509)
(3629,798)
(703,670)
(4228,798)
(728,833)
(572,843)
(3790,569)
(707,565)
(4428,707)
(665,977)
(4246,538)
(635,478)
(881,637)
(739,759)
(712,494)
(1923,2641)
(4017,991)
(2779,2623)
(2273,2141)
(2310,2732)
(2893,2493)
(542,843)
(639,1000)
(428,834)
(2112,2624)
(2486,1900)
(2738,2682)
(2600,2849)
(2669,1872)
(2217,1903)
(2856,2289)
(774,551)
(471,945)
(2650,2617)
(2200,2340)
(919,647)
(453,889)
(4067,649)
(1936,2108)
(776,719)
(3691,915)
(965,504)
(568,743)
(3640,877)
(3849,751)
(2739,2790)
(479,712)
(2057,2492)
(2371,2891)
(877,858)
(2868,2322)
(2183,2829)
(3932,827)
(2736,2622)
(2025,2227)
(3770,734)
(4406,586)
(4149,786)
(1932,2434)
(3987,853)
(4144,544)
(925,655)
(4214,974)
(2217,1913)
(4190,505)
(3799,406)
(561,582)
(2560,2437)
(831,610)
(4158,569)
(2201,2414)
(413,777)
(4467,870)
(2949,2513)
(2092,2340)
(501,678)
(523,565)
(2580,1965)
(434,896)
(760,920)
(654,745)
(2438,2348)
(3921,478)
(2167,2188)
(2128,2831)
(818,582)
(499,948)
(4172,922)
(3708,731)
(498,724)
(959,925)
(828,687)
(747,805)
(4443,878)
(3710,761)
(2118,1920)
(3815,341)
(3525,701)
(645,443)
(3551,862)
(835,918)
(4080,906)
(3515,804)
(3617,857)
(2346,2295)
(970,913)
(4262,586)
(3823,816)
(2663,2804)
(2753,2423)
(724,904)
(4254,652)
(2603,2305)
(2209,2779)
(4414,704)
(2722,2028)
(2529,2012)
(2755,1928)
(874,596)
(2283,2749)
(3737,814)
(3977,489)
(2135,2589)
(4057,328)
(925,804)
(871,988)
(581,711)
(2464,2432)
(530,800)
(562,764)
(4044,982)
(852,886)
(4460,897)
(2115,2397)
(4301,440)
(2267,2828)
(4417,892)
(565,540)
(3609,683)
(4156,846)
(2805,2435)
(537,565)
(2283,1973)
(602,796)
(3966,804)
(3912,411)
(774,401)
(3962,725)
(3914,921)
(2096,2282)
(2838,2149)
(2280,2611)
(860,696)
(2320,1906)
(536,770)
(594,474)
(938,655)
(2680,2210)
(1863,2655)
(2456,1892)
(414,804)
(2635,2671)
(4276,870)
(2248,2608)
(3791,418)
(4194,877)
(565,870)
(803,489)
(2027,2301)
(2709,2781)
(3775,871)
(884,530)
(755,879)
(701,804)
(726,956)
(2744,2005)
(4276,485)
(1843,2193)
(3888,915)
(2024,2045)
(2631,2223)
(2297,2074)
(4171,489)
(719,795)
(881,554)
(2129,2875)
(2660,2715)
(760,545)
(3664,999)
(2257,2009)
(4119,524)
(2363,2694)
(2590,2514)
(2000,2241)
(2473,2352)
(1938,2354)
(2143,2723)
(2667,2343)
(4490,796)
(4013,574)
(3617,970)
(489,727)
(1874,2152)
(4389,596)
(3864,637)
(676,608)
(2544,2973)
(3923,937)
(1926,2166)
(905,507)
(4212,700)
(4189,895)
(3758,666)
(3851,382)
(2693,2688)
(450,740)
(782,439)
(563,588)
(4044,678)
(4020,383)
(909,535)
(3627,925)
(3682,678)
(675,876)
(2056,2158)
(3916,727)
(620,475)
(510,713)
(4160,875)
(2729,2150)
(976,505)
(2033,2033)
(489,878)
(4223,396)
(2416,1952)
(2361,2017)
(2444,2672)
(623,871)
(2605,2024)
(2093,2076)
(960,975)
(3845,443)
(688,494)
(2759,2138)
(829,449)
(2293,2162)
(4172,392)
(4368,778)
(2706,2803)
(1877,2618)
(535,689)
(3530,687)
(4100,331)
(2905,2714)
(2331,2380)
(2118,2057)
(559,816)
(2098,2101)
(2153,1970)
(2772,2526)
(2250,2019)
(2002,2159)
(3929,665)
(4351,535)
(3666,986)
(1935,2660)
(4172,697)
(3691,778)
(981,728)
(558,756)
(695,776)
(2585,2148)
(2532,2599)
(2178,2240)
(2730,2710)
(1908,2740)
(2400,2319)
(2354,2456)
(3656,653)
(2183,2617)
(4148,820)
(2277,2097)
(4195,895)
(2253,2624)
(2606,2475)
(2285,2942)
(1989,2323)
(2943,2564)
(534,584)
(418,745)
(514,792)
(2254,2547)
(920,645)
(3848,377)
(2734,2103)
(437,796)
(4293,421)
(3795,915)
(3542,702)
(2187,2917)
(2374,2021)
(752,834)
(4461,940)
(3975,312)
(4415,605)
(3825,555)
(2385,2001)
(876,832)
(2624,2072)
(2279,2602)
(2328,2753)
(3566,894)
(2024,2547)
(4325,620)
(3893,439)
(4052,618)
(2636,2386)
(2556,2703)
(762,851)
(922,893)
(875,909)
(3801,429)
(2866,2144)
(937,668)
(4325,730)
(2306,2680)
(2349,2598)
(3568,588)
(681,742)
(3776,486)
(3853,866)
(2432,2689)
(871,676)
(536,863)
(2131,2026)
(965,947)
(904,836)
(4234,894)
(2187,2572)
(4080,914)
(3662,765)
(3781,605)
(1888,2268)
(3548,611)
(2378,2876)
(4128,611)
(643,489)
(702,710)
(2244,2353)
(814,430)
(4158,716)
(2274,2192)
(2755,2248)
(4148,554)
(3870,732)
(1930,2252)
(535,851)
(3897,670)
(2333,2625)
(3893,576)
(869,521)
(2364,2609)
(4137,623)
(3949,895)
(2334,2760)
(928,704)
(2674,2590)
(804,470)
(4183,604)
(2046,2471)
(595,876)
(4272,586)
(2134,2557)
(835,474)
(801,893)
(2711,1940)
(2588,2036)
(760,552)
(2888,2694)
(1812,2468)
(582,926)
(4306,970)
(2813,2013)
(421,874)
(975,787)
(2236,2237)
(4202,877)
(1998,2267)
(1862,2308)
(877,460)
(500,607)
(733,965)
(2122,2811)
(4436,644)
(2706,2643)
(2809,2140)
(4153,691)
(767,619)
(4117,975)
(3833,480)
(444,685)
(3808,702)
(2555,2199)
(2696,2179)
(4324,692)
(4348,525)
(2723,2032)
(4270,562)
(2532,2098)
(3965,306)
(2490,2772)
(3561,665)
(480,610)
(901,683)
(4041,858)
(700,460)
(2076,1962)
(1852,2457)
(859,465)
(464,854)
(4453,824)
(2953,2252)
(2621,2667)
(2900,2601)
(832,903)
(4464,976)
(3801,483)
(2272,2633)
(779,782)
(851,997)
(1817,2481)
(3728,725)
(4260,882)
(2483,2706)
(787,462)
(2339,2156)
(2676,2594)
(2003,2189)
(2560,2948)
(3718,803)
(4017,462)
(2391,2940)
(635,835)
(2139,2566)
(2137,2703)
(1874,2440)
(2482,2790)
(2724,2734)
(3764,735)
(3835,945)
(810,551)
(2747,2581)
(633,890)
(695,468)
(517,684)
(3800,642)
(2239,2338)
(726,869)
(2299,2918)
(841,719)
(701,843)
(608,716)
(724,846)
(813,430)
(2315,2705)
(2029,2271)
(1839,2277)
(2035,2449)
(2384,1971)
(2134,2170)
(3813,949)
(668,666)
(2521,2459)
(3660,513)
(2177,2853)
(2636,2861)
(4248,651)
(813,763)
(2007,2452)
(4476,828)
(681,619)
(4337,870)
(1938,2168)
(3669,557)
(1963,2301)
(2027,2262)
(4353,750)
(837,527)
(2378,2907)
(570,607)
(4037,823)
(509,862)
(4356,963)
(2315,2568)
(2818,1979)
(2504,2366)
(3607,813)
(2525,2820)
(820,560)
(4464,944)
(3665,828)
(610,760)
(3656,576)
(3615,937)
(2168,2583)
(449,643)
(2591,2846)
(1872,2635)
(3884,662)
(2190,2198)
(2685,2245)
(567,542)
(588,669)
(4434,628)
(4274,689)
(2574,2395)
(2608,2264)
(2134,2190)
(2441,2696)
(3863,721)
(4312,850)
(2173,2484)
(3605,582)
(2918,2149)
(823,950)
(2922,2461)
(4138,787)
(2160,2170)
(902,559)
(4412,725)
(3704,732)
(1915,2086)
(969,785)
(995,467)
(2812,2566)
(717,803)
(832,811)
(443,664)
(2545,2229)
(3575,810)
(2110,1908)
(1845,2376)
(2801,2765)
(2500,2627)
(2945,2497)
(2783,2478)
(609,536)
(2770,2382)
(978,981)
(779,808)
(3981,727)
(3635,702)
(2548,1826)
(1907,2504)
(1975,2042)
(3868,355)
(2364,2212)
(750,727)
(3929,340)
(2220,2307)
(578,945)
(2778,2469)
(3760,507)
(4254,948)
(2120,2229)
(4020,887)
(2511,2866)
(2236,2928)
(2223,2008)
(1915,2460)
(3608,833)
(2136,1929)
(4334,611)
(961,534)
(2614,2654)
(3842,336)
(2319,2669)
(1981,2007)
(2677,2258)
(4322,428)
(4397,605)
(2458,2302)
(2347,2686)
(2253,2316)
(944,812)
(2409,2658)
(3871,961)
(864,803)
(4451,748)
(2707,2171)
(708,886)
(4177,348)
(4282,822)
(2431,2317)
(4333,846)
(2007,2006)
(3565,608)
(2334,1964)
(3625,735)
(821,757)
(2183,2368)
(776,888)
(4318,432)
(3565,776)
(2886,2294)
(2555,2628)
(3506,828)
(2220,1867)
(474,643)
(2322,1949)
(2719,2656)
(4259,746)
(2752,2225)
(2724,2148)
(588,776)
(3649,955)
(2902,2438)
(3953,724)
(2178,2785)
(808,706)
(2032,2818)
(3601,676)
(3739,681)
(552,570)
(529,686)
(4150,793)
(4334,618)
(3707,681)
(2767,2721)
(3718,574)
(2355,2872)
(2799,2466)
(1809,2501)
(2382,2964)
(2107,2011)
(766,888)
(691,947)
(3628,545)
(4101,757)
(741,535)
(2830,2606)
(2258,2416)
(2604,2387)
(2443,2822)
(2105,2616)
(2893,2424)
(2309,2087)
(607,993)
(2227,2336)
(984,880)
(4099,508)
(468,774)
(2106,2857)
(1994,2292)
(2837,2140)
(570,623)
(2774,1994)
(2583,1986)
(808,641)
(4292,776)
(2811,2349)
(2243,2317)
(4420,936)
(4114,863)
(4326,883)
(2714,2814)
(886,685)
(979,891)
(553,852)
(2598,2806)
(2775,2755)
(2745,2379)
(3780,999)
(2587,2246)
(716,793)
(2450,2951)
(1866,2617)
(2494,2202)
(2566,2584)
(1871,2561)
(4436,983)
(4104,960)
(846,529)
(2190,2724)
(772,781)
(895,743)
(2023,2489)
(594,736)
(3973,710)
(4165,787)
(914,718)
(3938,582)
(606,906)
(816,518)
(3555,704)
(3711,652)
(4141,958)
(4208,485)
(524,866)
(730,794)
(2830,2684)
(4341,673)
(4221,949)
(3601,928)
(3679,541)
(2571,1862)
(644,946)
(2913,2584)
(3576,803)
(4046,683)
(2187,2351)
(2304,2416)
(4026,895)
(472,746)
(3658,795)
(893,868)
(3798,776)
(868,747)
(4018,517)
(4350,863)
(1915,2203)
(2755,2593)
(3914,379)
(3916,356)
(2611,2577)
(2798,2445)
(4480,741)
(3785,820)
(690,439)
(2449,2107)
(2795,2025)
(1973,2730)
(499,875)
(4268,767)
(2945,2463)
(3898,988)
(909,793)
(4100,847)
(2330,2878)
(3735,462)
(956,827)
(4072,361)
(653,870)
(3802,826)
(673,526)
(890,416)
(2411,2979)
(2644,2135)
(3604,551)
(2159,2403)
(2011,2695)
(3886,508)
(776,407)
(2412,2933)
(803,849)
(3781,961)
(2779,2426)
(4068,916)
(746,718)
(4015,824)
(792,845)
(4172,478)
(1821,2437)
(818,733)
(4021,321)
(638,829)
(2176,2910)
(961,728)
(4231,655)
(4021,313)
(2345,2388)
(749,452)
(2623,2897)
(2263,2786)
(691,739)
(1917,2062)
(463,717)
(3875,726)
(2244,1893)
(3913,609)
(2169,2516)
(2205,2252)
(4197,474)
(2917,2655)
(2538,2403)
(2467,2493)
(3641,576)
(2355,2169)
(4195,351)
(739,588)
(2291,2525)
(3700,485)
(844,640)
(2443,1901)
(2273,2784)
(3637,680)
(3811,528)
(3621,660)
(4442,955)
(987,851)
(4300,842)
(4101,735)
(4463,689)
(865,453)
(3909,566)
(2055,2486)
(600,662)
(2510,2718)
(3597,995)
(4355,754)
(2302,2655)
(4061,515)
(4124,516)
(2918,2662)
(3545,851)
(2226,2359)
(564,719)
(471,904)
(782,720)
(554,648)
(2293,2830)
(903,449)
(3763,805)
(4120,686)
(2403,2429)
(3882,637)
(2448,2716)
(3792,691)
(2362,2029)
(4168,903)
(2656,2003)
(3676,982)
(2275,2922)
(3843,950)
(4018,686)
(4290,848)
(3915,543)
(2745,2631)
(2615,1859)
(4466,713)
(2243,1934)
(2060,2118)
(619,894)
(4240,791)
(4158,401)
(4073,438)
(690,838)
(481,739)
(533,922)
(4141,369)
(3729,522)
(2582,2364)
(1969,2738)
(4210,742)
(2146,2543)
(2567,2523)
(2860,2241)
(3859,688)
(4334,481)
(1835,2317)
(2660,2575)
(2705,2577)
(2643,2177)
(2535,2180)
(2661,1895)
(2932,2262)
(2378,2157)
(2890,2513)
(4164,945)
(1995,2179)
(916,1000)
(2030,2788)
(771,843)
(819,742)
(2128,2058)
(753,956)
(682,998)
(894,890)
(2704,2341)
(2509,2161)
(2365,2598)
(4239,506)
(4314,520)
(2556,2482)
(2280,2205)
(2769,2532)
(2468,2297)
(4214,934)
(2119,2388)
(2756,2860)
(2332,2944)
(2954,2444)
(2816,2079)
(2234,1840)
(2159,2675)
(542,914)
(2348,2458)
(4384,794)
(2109,2180)
(2018,2725)
(673,854)
(4081,842)
(648,779)
(2215,2885)
(739,888)
(825,819)
(716,680)
(510,664)
(2987,2295)
(2007,1986)
(3767,702)
(4136,414)
(2126,2117)
(2657,2141)
(2303,1994)
(2786,2623)
(4218,367)
(3736,398)
(4467,686)
(4251,443)
(637,563)
(593,593)
(537,902)
(617,808)
(771,851)
(993,462)
(3651,846)
(4243,645)
(2844,2689)
(4020,810)
(2926,2630)
(635,594)
(4031,694)
(3643,577)
(2943,2453)
(2020,2653)
(442,827)
(4086,362)
(2415,2508)
(2746,2451)
(2069,2133)
(531,953)
(512,638)
(2719,2191)
(778,994)
(2095,2754)
(939,584)
(3798,904)
(1958,2666)
(811,495)
(2498,2812)
(664,430)
(2459,2397)
(2405,1888)
(2776,2258)
(3926,731)
(3688,967)
(903,775)
(4065,745)
(2428,2920)
(2039,2474)
(776,886)
(1963,1990)
(880,462)
(4037,519)
(4033,862)
(2576,2059)
(1841,2457)
(2745,2503)
(707,921)
(2739,2149)
(2100,2743)
(2663,2480)
(3557,821)
(1851,2420)
(3781,657)
(4118,592)
(3835,766)
(2684,2286)
(1998,2514)
(2637,2268)
(3889,352)
(4230,421)
(663,456)
(438,942)
(2449,2508)
(2635,2357)
(2292,1887)
(2710,2356)
(593,482)
(3990,718)
(4232,944)
(2195,2896)
(2725,2785)
(2451,2278)
(4374,604)
(4037,477)
(3976,601)
(1896,2318)
(3597,833)
(2812,2204)
(4324,433)
(952,530)
(4364,509)
(513,803)
(2115,2818)
(3648,885)
(4335,967)
(499,864)
(906,682)
(2781,2522)
(4051,697)
(2394,2236)
(2316,2148)
(2669,2652)
(2672,1975)
(529,616)
(2652,2760)
(610,711)
(964,698)
(3803,490)
(919,968)
(4030,489)
(2514,2691)
(2286,2880)
(3718,881)
(733,491)
(4103,441)
(4494,806)
(4030,813)
(602,498)
(4292,601)
(2358,2064)
(3883,375)
(2252,2158)
(609,899)
(4422,565)
(2533,2019)
(3658,567)
(2592,2933)
(2890,2376)
(680,998)
(2175,2416)
(672,511)
(2389,2972)
(657,604)
(3701,802)
(2065,2101)
(2219,2628)
(2141,2025)
(942,896)
(2253,2141)
(812,802)
(1957,2340)
(2623,2950)
(730,700)
(1852,2209)
(2950,2345)
(3806,375)
(2804,2838)
(1831,2425)
(2666,2162)
(2884,2474)
(3839,772)
(506,596)
(1934,2192)
(4228,883)
(2536,2641)
(2061,2160)
(566,957)
(439,715)
(853,831)
(2690,2152)
(3917,467)
(2034,2844)
(2449,2155)
(2445,2430)
(2625,2808)
(2461,2831)
(4026,661)
(4238,826)
(905,744)
(4211,928)
(2044,2880)
(616,616)
(4190,544)
(641,719)
(2653,2839)
(651,655)
(3954,499)
(3909,569)
(2455,1974)
(969,788)
(2909,2417)
(583,528)
(2193,2393)
(560,837)
(4089,511)
(2057,2760)
(2732,2848)
(2015,2681)
(566,918)
(2212,2626)
(3768,619)
(2599,2401)
(4079,597)
(2702,2204)
(501,691)
(864,828)
(2129,2714)
(2448,2922)
(803,716)
(3969,639)
(599,664)
(3647,870)
(2761,2829)
(880,771)
(2844,2632)
(3975,541)
(536,815)
(642,489)
(3866,413)
(4139,922)
(3656,703)
(4203,732)
(2126,2468)
(2907,2548)
(712,762)
(2177,2957)
(2322,2937)
(652,444)
(2589,1839)
(2898,2105)
(2920,2247)
(3811,493)
(2314,2106)
(2090,2248)
(2079,2273)
(407,733)
(2977,2495)
(4198,438)
(3793,994)
(2875,2084)
(4166,425)
(3898,418)
(2275,2255)
(2100,2881)
(2330,2842)
(4054,945)
(749,529)
(3788,532)
(2681,2665)
(2096,2158)
(2995,2351)
(745,762)
(623,649)
(4226,709)
(4243,388)
(2278,1901)
(2439,2879)
(3604,904)
(2703,2372)
(640,599)
(4035,589)
(2614,2420)
(4013,387)
(626,668)
(778,744)
(4156,855)
(2588,2049)
(2106,2824)
(4456,822)
(2335,2433)
(423,778)
(2512,2311)
(1911,2436)
(4093,923)
(4206,555)
(1858,2242)
(3866,924)
(1970,2176)
(582,701)
(2090,2665)
(2981,2376)
(801,749)
(946,448)
(803,507)
(4258,818)
(643,770)
(3765,986)
(2434,2662)
(2430,2809)
(3880,533)
(589,467)
(4453,774)
(4253,952)
(2193,2023)
(2325,1805)
(2487,2028)
(793,987)
(3630,965)
(4460,886)
(721,716)
(1920,2150)
(2549,2084)
(2309,2944)
(792,437)
(3770,913)
(1867,2596)
(3899,733)
(2633,2254)
(4040,624)
(3727,675)
(768,944)
(3875,591)
(839,729)
(4117,453)
(2352,2022)
(841,728)
(2834,2000)
(2304,2478)
(2818,2650)
(881,894)
(657,827)
(3722,943)
(931,810)
(1858,2657)
(4016,668)
(793,927)
(3618,940)
(2850,2204)
(1978,2228)
(4336,576)
(2666,2123)
(866,976)
(2294,1819)
(4179,455)
(2772,2692)
(2451,2109)
(2643,1941)
(2376,2456)
(4014,700)
(3638,606)
(4367,977)
(804,874)
(973,978)
(950,656)
(4366,635)
(4417,640)
(2131,2137)
(3575,612)
(3569,995)
(2494,2430)
(4369,922)
(1810,2396)
(3882,558)
(2679,2165)
(4386,844)
(798,841)
(3588,633)
(1867,2540)
(998,455)
(2998,2356)
(2173,2653)
(2344,1889)
(2077,2812)
(716,877)
(3643,454)
(890,773)
(1959,2367)
(502,626)
(4401,906)
(4091,966)
(3625,548)
(2368,2551)
(2406,1933)
(2127,2736)
(2480,2454)
(804,727)
(2679,2573)
(1924,2343)
(4288,648)
(2888,2617)
(921,594)
(761,561)
(3988,998)
(663,763)
(1886,2630)
(1931,2701)
(4245,893)
(2518,2187)
